id,content,location,service,price,environment,dish
616,虽然是本地人，但第一次来品尝，也是网搜，看人气高，就来尝尝。首先进入大厅后领班就比较热情让我们先选座位再点菜。座位选好后开始点菜，有些热菜和凉菜还有主食，点了炒方便面（要求少盐），尝了后还不错，很淡，满意。肉串还行，点的鸡珍一般，里面没有熟透（带红色肉），我就吃了一点，剩了。羊肉串也是，里面有红色肉，没烤透，剩了。辣炒海螺建议放点糖更能提味儿，海螺一个个新鲜，不糊弄。烤鲍鱼推荐不错的，我老公说好次，也新鲜不糊弄。烤牛舌第一次吃，八分熟，还可以吧，没啥味道。我对美食很挑剔，能让我推荐的饭店少，这家可以再来吧，再多说一句，餐桌面的环境一般，太油亮了，胳膊都不能放桌上上，怕油渍沾到袖子上呵呵。,Not Mentioned,Positive,Not Mentioned,Negative,Positive
617,味道不错，就是真心贵啊，点了个大海螺，100多还不会吃，筷子剪刀都上了，还是在营业员小哥的帮助下才完美解决，美团上可以在线排队，很不错，当地人来的也比较多，比较适合来品尝一下。推荐菜美团上都有，照着点喽,Not Mentioned,Neutral,Negative,Not Mentioned,Positive
619,在微博上搜索海鲜推荐最多的就是这家正黄旗海鲜大排档 。挺期待的，带着伙伴前来品尝。地方很好找也显眼 下午四点半到的竟然就有不少人了！点了大家普遍推荐的几款个人感觉蛏王和大海螺最好吃！也最鲜！海胆生吃也不错蛋蒸的就没啥意思了 花了小五百表示没吃饱哈哈,Positive,Not Mentioned,Negative,Not Mentioned,Positive
622,超级好吃，不愧等号一小时，我们，吃完等号的人更多了，里三层外三层，，绝对的墙裂推荐，海胆怎么做的都好吃，牛舌一级赞，，,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Positive
623,吃的人很多，但是味道也就那样吧，略贵，如果嫌排队麻烦，可以去其他海鲜店。,Not Mentioned,Neutral,Negative,Not Mentioned,Neutral
624,还好，就是有点贵，可能是我们吃的东西有点贵吧,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Not Mentioned
625,等了两个小时，没惊喜，海鲜小炒是勾芡的味道很一般。价格贵，但是生吃海胆推荐。,Not Mentioned,Negative,Negative,Not Mentioned,Positive
626,味道很好。就是贵，两个人吃了五百多。 #生蚝# #烤牛舌# #烤鱼籽肠# #清蒸公飞蟹# #疙瘩汤# #辣炒小海鲜#,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Positive
637,为了吃饭排队两个多小时，味道杠杠的，没的说，海鲜新鲜味美，烧烤的恰到好处，新嫩多汁，啤酒也不错，不过真的很贵,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Positive
639,如果不点特别贵的海鲜还是可以生活的 #烤牛舌# #辣炒蚬子# #蒜蓉蒸扇贝# #烤鱼籽肠# #烤大虾#,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Not Mentioned
640,海鲜贵不新鲜，要了一盘炒蚬子一半是空壳，网红店都是炒出来的，垃圾，强烈不推荐大家去,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Negative
641,海鲜很新鲜，味道一级棒!就是等位时间长了些。 #烤牛舌# #生吃海胆# #蒜蓉蒸扇贝# #羊肉串# #椒盐虾爬子#,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Positive
642,味道不错，海鲜也非常新鲜，上菜速度和服务态度都不错，唯一就是价格贵，性价比不高，一分钱一分货嘛！来了就吃个正宗的海鲜烧烤！,Not Mentioned,Positive,Negative,Not Mentioned,Positive
643,我觉得挺贵的，一人吃了200多,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Not Mentioned
645,啥都好，就是贵，炒料有点儿偏咸。 就要了图片上的东西（数量?种类）外加一份招牌海螺水饺 一共550,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Neutral
646,看网上的评价去了这家，在外面玩也没有好好吃饭，知道六点后要排很久的队，所以我们五点多到了。按照网上的推荐点了几个菜。海肠没有买到，服务员说剩下的不好了，可能是忘记给我们点了。所有菜推荐海胆和护心肉。海胆新鲜58元，护心肉很有嚼劲5元。菜品还满意，比普通大排档价格贵，但是味道还可以，价格也是明码的。老板可能比较懂得网络营销。然而不满意的是一位（自以为是吴亦凡的化妆小哥）服务员，我们本来按照红衣服务员的要求，先点菜再坐点完菜，刚坐下，过来一对情侣说这是他们的位置，我们一脸疑惑的看着服务员，情侣说你们点菜了吗？红衣服务员说刚点过，情侣去找了他们自己的点菜员，我去，那个点菜员那叫一个脾气大，站在我们面前说，谁给你点的菜？我们吃饭还得记你们名字吗？我说不知道是哪个。他直接拿对讲机说xxx，过来领走你的点菜的，a9是我的客人的位置，赶快领别桌去。恶心死人，不知道怎么当的点菜员。红衣服务员说，她们俩已经先点过了。按照你们要求点菜，坐下，现在又这语气。本来出来吃饭，也没觉得哪个位置有什么不一样，服务员说让坐哪就坐了，也可以跟别人换一下，但赶人态度让人没胃口。后来红衣服务员一直道歉，总之那个点菜员太无语 #护心肉# #生吃海胆#,Not Mentioned,Negative,Negative,Not Mentioned,Positive
647,菜品味道确实不错，值得推荐，烤串价格不贵，肉品挺实惠，海鲜稍微贵一点，但是好在够新鲜，蒜蓉扇贝特别好吃，各种满足感。烤海肠特别好吃，毛肚锅好吃又实惠，大连干啤好喝，必须尝尝。总体来说味道不错，海鲜稍微贵一点，人均最起码120到150之间。好不好吃从等位就能看出来，等位超多呢！服务员的话，都忙的听不清你说啥，忙的懵懵的，你得大点声吼吼。。,Not Mentioned,Negative,Neutral,Not Mentioned,Positive
656,需要提前打电话约，否则可能排很久队。味道不错，回味起来喜欢烤牛舌和辣炒虾爬子，我们两个人有些点多了，不过最后也都勉强完了。烤鲍鱼不像自己家在壳上用泰椒海鲜酱油，另一种风味。烤生蚝不是那种蒜蓉很浓郁的。海鲜看起来比其他家活泼点，但吃着确实有好有坏，但不影响整体，可以试试！#熏猪手# #烤牛舌# #烤鲍鱼# #辣炒虾爬#,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Positive
666,味道可以，价格有点小贵，真心肺腑,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Positive
668,味道还不错，就是人太多，等太久！,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Positive
676,挺好吃的还会再去 希望服务加强,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Positive
678,口味偏咸，服务还好吧。环境太吵杂,Not Mentioned,Neutral,Not Mentioned,Negative,Neutral
685,去大连旅游在美团上找到的，直接坐车就去了，到了之后我的天，太火爆了，挤不进去，点好菜坐下之后上菜速度可以理解，是饭口，比较慢一些，但是菜品和串真是好吃啊，新鲜不说味道很棒，没有偷工减料的地方，炒海鲜配料都放的很足，连着去了2天，很好吃，不虚此行,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Positive
700,去大连旅游在美团上找到的，直接坐车就去了，到了之后我的天，太火爆了，挤不进去，点好菜坐下之后上菜速度可以理解，是饭口，比较慢一些，但是菜品和串真是好吃啊，新鲜不说味道很棒，没有偷工减料的地方，炒海鲜配料都放的很足，连着去了2天，很好吃，不虚此行啊！！,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Positive
706,口味不错，环境也可以，宽敞明亮，就是你正在吃时，服务人员过来粗鲁的收拾桌子，不太好,Not Mentioned,Negative,Not Mentioned,Positive,Positive
707,吃的不错，就是有个女服务员态度不好，,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned
747,环境不错 不过有点小贵啊 五个人吃了五百多 味道一般 还可以,Not Mentioned,Not Mentioned,Negative,Positive,Neutral
748,口味一般 价格太高 名不符实 不会再去,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Neutral
755,环境还可以！价格有点贵，还是挺方便的，下次还会去！菜量有点小，人多事后排队，海鲜价格个人感觉到还是很贵的，烧烤的价格还是挺大众的，大家可以尝试尝试一下，酒水品种还是挺多的，服务太多停好的就是人多，！！！！,Not Mentioned,Neutral,Negative,Positive,Negative
759,挺贵的，人还不少哦，味道真心一般，但是比较干净,Not Mentioned,Not Mentioned,Negative,Positive,Neutral
766,服务员态度太差，都不知道为什么这么多人去。,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned
769,味道不错 价格适中 唯一不足就是没车位,Not Mentioned,Negative,Neutral,Negative,Positive
776,口味还不错，人不少，消费不低。,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Positive
800,点了不少东西，有菜、海鲜、烧烤，客观来讲烧烤的味道真是不错，尤其是牛舌、鸡胗、鱿鱼。但菜和海鲜始终没上来，孩子吃不了烧烤，只能等炒菜和海鲜，但等了一个小时都没上来，孩子一直在喊饿，最后把没上来的全部退单了，虽然有很多人就餐，还有排队的，但水煮虾爬子一个小时都上不来的确是太夸张了，希望商家能够优化一下，避免不必要的退单，毕竟商家味道弄的还是很不错的，因为速度的问题得不到最高的评价有点不值。,Not Mentioned,Negative,Negative,Not Mentioned,Positive
803,挺不错的，评价很高，环境也非常好，就是价钱着实有些小贵，但是可以按个数去点菜这点还是很不错，省得有些吃不完浪费，海鲜味道也挺好的，总体来说很不错,Not Mentioned,Not Mentioned,Negative,Positive,Positive
805,地方环境还可以，海鲜一般，服务态度我必须好好的说说了，要了5只螃蟹个一斤虾趴子  从我们开始吃饭一直但我们快吃完了才上  催了很多遍，烧烤很咸，结账的时候我们花了425元我要求开发票他们一直再说不开发票送饮料我坚持要开发票他只给我开了380元的发票，我站在那等了很久后来的都结帐了,Not Mentioned,Negative,Neutral,Positive,Neutral
809,想去它家已经很久了，看评价都说不错，但一直没空出时间去，今天正好赶上就去尝尝。它家不但有烧烤类东西还有炒菜，真是与时俱进迎合大众口味呵呵。它家烧烤类东西都不错，烤牛舌很嫩，羊肉串大小串肉不一样但都不错，尤其喜欢烤鱼籽肠真是好吃，麻辣排骨串比较推荐都是脆骨味不错；香炸鱿鱼圈39元好大一盘而且是不带面的炸法很好吃，生炒鸡爪和锦州豆腐皮味道调的都不错；韭菜盒4元一个，真是挺一般里面就是韭菜鸡蛋没有虾仁，不值。它家中午大厅用餐全单79折很合适。,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Positive
811,价格略高于其他大排档，环境挺好，味道也不错,Not Mentioned,Not Mentioned,Negative,Positive,Positive
815,在大连的几天吃的最开心的一顿。等了半天，人真是多啊。味道很好,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Positive
819,和老公带娃吃吃了五张券，看你要吃什么了，我们没吃光打包当夜宵了。主要还是吃了烧烤海鲜为主，虾有点多了。海胆个人觉得还是生吃比较嫩滑，炖蛋没意思，海肠冷伴还不错，就是又贵又少，总体海鲜的价格不便宜，用美团可以接受。,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Positive
823,团了两张不够又团了，海鲜不便宜，去一次要吃个够，就继续团！ 和老公带娃吃吃了五张券，看你要吃什么了，我们没吃光打包当夜宵了。主要还是吃了烧烤海鲜为主，虾有点多了。海胆个人觉得还是生吃比较嫩滑，炖蛋没意思，海肠冷伴还不错，就是又贵又少，总体海鲜的价格不便宜，用美团可以接受。,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Positive
830,感觉就这样，味道还行。。就是地方太小,Not Mentioned,Not Mentioned,Not Mentioned,Negative,Neutral
831,菜品很棒、值得再去拼凑、价位小贵，人均220元！#扇贝# #飞蟹# #海螺# #烤牛舌# #生吃海胆# 这些菜品都very goog！和老公吃的很嗨！特别是烤牛舌、飞蟹，海胆也很好吃、就是有点小！海螺也不错、服务员说我们浪费了、就吃了一半、破解了我们以前吃海螺的误区！,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Positive
840,还行，就是人太多上菜太慢了，比较贵,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Neutral
843,感觉味道还不错，环境也不错，价格在便宜点就好了，,Not Mentioned,Not Mentioned,Negative,Positive,Positive
846,真心贵啊，我和小孩就吃了400元，螃蟹上来时腿全是凉的，只有身上热，问服务员，服务员都不奇怪，直接说螃蟹身不是热吗！然后转身就走了。因为是带着孩子出来玩，想想算了。而且结账时发现和标的价格不一样，因为小孩困了要走，也没细算。希望大家小心点！,Not Mentioned,Neutral,Negative,Not Mentioned,Not Mentioned
847,真心贵啊，我和小孩就吃了400元，螃蟹上来时腿全是凉的，只有身上热，问服务员，服务员都不奇怪，直接说螃蟹身不是热吗！然后转身就走了。因为是带着孩子出来玩，想想算了。而且结账时发现和标的价格不一样，因为小孩困了要走，也没细算。希望大家小心点！,Not Mentioned,Neutral,Negative,Not Mentioned,Not Mentioned
849,到了大连就查了周边的美食，找到了这个店。位置很好找，去的时候人不多，店里有点热，店里装饰很有特色，用酒瓶子当隔断，点了几个推荐菜，上菜有点慢，但是味道都相当不错，特别好吃，第一次用先消费后买单，很方便，有机会去大连还会再去，下次会尝尝生海胆！,Positive,Negative,Not Mentioned,Positive,Positive
858,上菜速度太慢了，点了四个菜等了两个小时才上齐，旁边几桌都等不住走了,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned
859,味道一般，人挺多的感觉有些乱。,Not Mentioned,Not Mentioned,Not Mentioned,Negative,Neutral
864,隔断无静音效果，整个用餐过程比较噪咂，不愧大排档。菜品还不错，海鲜比较新鲜，味道还可以。总体挺满意，就是被点菜的胖子气坏了，我带老婶老叔两个老人去得，老婶墨到一点，我点才是总问点的什么，贵不贵，你个服务员至于这个眼神吗？弄得我老婶不高兴，服务给差评。,Not Mentioned,Negative,Not Mentioned,Negative,Positive
866,不错，烧烤好吃菜品全，价位也不算太高就是没有停车位,Not Mentioned,Negative,Neutral,Not Mentioned,Positive
870,环境不错，口味正宗，就是上菜有些慢，可能顾客多的原因！,Not Mentioned,Negative,Not Mentioned,Positive,Positive
872,菜品除了海鲜不错其他的都一般，环境还可以，装修很特色，服务差到爆表，除了貌似经理的服务不错，其他的都很差，进去以后完全没人管，连个热水都不给倒，两次都一样，好吧，这家店一定不会再去了！,Not Mentioned,Negative,Not Mentioned,Positive,Neutral
874,味道可以 就是人比较多 上菜速度比较慢 其他的还好,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Positive
880,地点挺好找的，就是人多，排了近半个小时，味道还不错，我们两个超能吃，吃了300多,Positive,Negative,Neutral,Not Mentioned,Positive
881,有点贵，关门早，口味一般。环境不错,Not Mentioned,Not Mentioned,Negative,Positive,Neutral
885,真的是很火的一家餐厅，七点半去的排队等位一个半小时，食材很新鲜，口感不错。,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Positive
886,服务太差了，差到爆表，叫服务生买单，居然一脸不屑的说去吧台，我去吧台他反而在后面跟着，吧台买单一点笑容都没有，就像欠他钱一样，太差了，果真是生意好店家就很牛，希望继续保持！,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned
908,真心贵啊，我和小孩就吃了400元，螃蟹上来时腿全是凉的，只有身上热，问服务员，服务员都不奇怪，直接说螃蟹身不是热吗！然后转身就走了。因为是带着孩子出来玩，想想算了。,Not Mentioned,Neutral,Negative,Not Mentioned,Not Mentioned
915,感觉一般。价格偏贵。口味还不错。,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Neutral
923,虽然贵。。但是，好吃。。毕竟是海鲜嘛。。大螃蟹棒棒哒～,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Positive
932,在美团上看的他家，都是好评就去了，结果真的很好吃#海胆蒸蛋# #烤鱿鱼# #扇贝# #烤鸡翅# 这几个我点了，最好吃，希望下次来还会去他家吃，把没吃过的点了，尝尝别的好吃不，还有好多想吃的，价位稍微偏高！,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Positive
935,味道不错，大蛏子贵还不好吃，单只大虾也不咋值,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Neutral
939,排队网上排的还可以，点菜也还行，上个菜真是头一次见这么慢的，半个小时了说你们的菜都是慢的不要着急。七点四十点的菜，快九点了还不上，最后给退了，结账还花了好久，以后应该不来了。。,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned
941,虽然每次去人都很多 但是位置不难等 上菜速度也很快 就是菜太咸了,Positive,Positive,Not Mentioned,Not Mentioned,Negative
943,环境不错，去的早五点就到了，人少还好点完菜就上了！味道很好！就是有点小贵，不过用美团还可以省了好几十块，有机会还会去！,Not Mentioned,Positive,Negative,Positive,Positive
950,菜味不错，海鲜挺新鲜，地方有点吵,Not Mentioned,Not Mentioned,Not Mentioned,Negative,Positive
957,价格偏高了，上菜特别慢，适合朋友喝酒,Not Mentioned,Negative,Negative,Not Mentioned,Not Mentioned
966,店的烧烤还行，店家环境还可以，但是漏水是怎么一回事，新买的衣服都浇湿了，也是没谁啦，吃个虾爬子把手都扎了，不给手套，油红红的，上菜速度也是慢的很，上个盘吃凉了，下一盘还没上，但是又热了一下，服务还可以,Not Mentioned,Negative,Not Mentioned,Positive,Neutral
967,第二次来，菜品很棒，但点菜的服务员一直说点不够，结果剩的特别多！不喜欢这的服务！,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Positive
970,价格略贵，烤大虾也是38元一只，整体较好,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Positive
971,先说说菜品吧，菜品的味道很好，强烈推荐夏夷贝，鬼街牛蛙锅，牛肉串也很好吃，再说说服务，点菜的那个男的那个牛啊，穿的白衣黑裤的也不知道是经理还是什么的，爱答不理的，我说点菜，让我自己先把位子找好，那要你们是干什么的，菜用不用我自己做啊？跟个别的服务员要点餐巾纸，说了5次，答应的挺好就是不拿，后来看见一个类似领班的才给拿的，我真是服了。,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Positive
979,晚上和小伙伴一起去的。牛肉串好难咬,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Negative
980,价格不便宜 不过味道不赖 牛舌很赞,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Positive
981,排队太慢  菜味道还行  总体不错但是打包带走的菜量明显少很多,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Neutral
982,非常好吃哦，味道很正价格也不贵，羊肉串很好吃，鸦片鱼也不错，最喜欢的是辣炒蛏子～四个人吃了三百多很好，唯一不满意的地方是服务员上菜速度太慢了。。。另外那个杀猪菜也并不好吃还是推荐海鲜和串串，旅游能吃饭这样的海鲜很满意,Not Mentioned,Negative,Positive,Not Mentioned,Positive
985,上菜速度一般，没有停车位，需要找，我们一家饮食比较清淡所以不太适合，没觉得多好吃！,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Neutral
1009,挺好的，人有点多，上菜有点慢，鱼豆腐都点咸，毛豆有点不熟，鱿鱼超级赞，鸡翅很好吃。,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Neutral
1012,点的海鲜，价钱还是很便宜的。就是量很少，人很多。,Not Mentioned,Not Mentioned,Positive,Not Mentioned,Negative
1013,海鲜好吃，尤其是辣炒蚬子，但是就是太难等，点了一盘烤茄子。临着要走人了都没上,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Positive
1017,很好吃，味道很鲜，价格略贵，总体不错,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Positive
1021,其实是比较一般的一家店！！价格也不便宜！,Not Mentioned,Not Mentioned,Negative,Neutral,Neutral
1022,菜品还好！外地人吃得多！价格偏贵！等了2个小时,Not Mentioned,Negative,Negative,Not Mentioned,Positive
1023,有点小贵～但是味道真是赞～用美团买单很省钱,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Positive
1025,服务和口味都不错，但是价格确实比较贵,Not Mentioned,Positive,Negative,Not Mentioned,Positive
1031,越吃越没以前好吃了 上东西也好慢,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Negative
1034,味道还不错，就是人太多。有点闹,Not Mentioned,Not Mentioned,Not Mentioned,Negative,Positive
1057,菜品还可以，服务员真心让人无语！上错了N次，催单了N次，可能因为人多，忙不过来？反正特别慢…,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Positive
1060,还好吧，菜品小贵，环境在串店里算好的,Not Mentioned,Not Mentioned,Negative,Positive,Not Mentioned
1062,味道不怎么样，上菜还特别慢，服务特别差,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Neutral
1063,要了个毛豆花生都是酸的…换了一次感觉就像洗了的。还那么贵。再也不去了,Not Mentioned,Not Mentioned,Negative,Negative,Negative
1065,菜很好吃，就是上菜速度太慢了，够辣！,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Positive
1071,价格略贵，烤的串还不错。一个大排档做成这种规模也是蛮厉害的,Not Mentioned,Not Mentioned,Negative,Neutral,Positive
1077,名气大，味道不怎么样，价格贵！,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Negative
1079,经常去的一家店，大串味道好但感觉比以前小了，海鲜也不错，,Not Mentioned,Not Mentioned,Not Mentioned,Negative,Neutral
1080,非常差 吃出一根头发 还说我自己掉的 经理态度非常恶劣 下次再也不去了 欺负外地人 差差差！！！,Not Mentioned,Negative,Not Mentioned,Negative,Not Mentioned
1081,菜有点贵 速度还好 味道还行吧,Not Mentioned,Positive,Negative,Not Mentioned,Neutral
1090,还行，有点小贵，还行吧，上菜快,Not Mentioned,Positive,Negative,Not Mentioned,Not Mentioned
1094,还可以吧，有点贵，但是蛮新鲜的,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Positive
1103,菜品挺好吃，真心贵，没办法。。吃都吃了,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Positive
1107,菜的味道还是蛮好的，海鲜烧烤很地道，人多上菜比较慢，去晚了需要等位，可以提前订座，推荐菜品蒜蓉生蚝、夏威夷贝、烤虾、猪蹄，都不错。,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Positive
1118,人挺多的，上菜速度有点慢，吃完了还有一个海参和串没上，串退了，经理还说你这退了不合适，你再来一个加多宝，正好团三张券，哈哈哈,Not Mentioned,Negative,Neutral,Not Mentioned,Not Mentioned
1125,菜量太少了！而且羊肉串不怎么样！,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Negative
1127,"晚上10,30去的，点的水爆肚，老的都咬不动，太难吃了",Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Negative
1143,这家店生意老火了，等了大概40分钟才等到座，菜的味道还可以，值得一去,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Positive
1144,来大连旅游去的一家：很火的一家店，排了一个小时才到！ 推荐麻辣小海鲜，手撕饼,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Positive
1145,挺好的。就是上菜太慢了。催了好几次。,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned
1147,吃海鲜不错的地方，烤鲍鱼和生吃海胆超赞，飞蟹挺肥的，辣炒蚬子咸了。在就是空调不给力，大热天有点遭罪。前台收钱的是老板娘吗，感觉对顾客不够热情，有点凶。总体上还真是不错，还会再去。,Not Mentioned,Negative,Not Mentioned,Negative,Positive
1150,上菜太慢！等了一个小时才吃上第一道菜！估计服务人员给忘了，但是催了三遍都没人给问一句，后来我急了，跟服务人员嚷了一顿才给上菜！太不专业了但凭良心说味道还是不错的,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Positive
1155,味道可以，不过价格的确不便宜，波龙的味道略微有点失望！,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Neutral
1156,不知这家为什么那么多人，大概都是外地游客吧，从门口路过总有那么多等桌的，冲人气去的结果大失所望，和儿子一共点了两个菜，先上了米饭，等了半小时才上一个菜，又等了半个多小时还在反复的催促下才把那个菜上来，结果儿子都不吃了，海鲜做的味道也太一般了，硬着头皮吃下去的,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Neutral
1157,人超级多，排队大概2小时,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned
1160,非常好吃，不过就是有点小贵啊。,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Positive
1162,味道正宗，不错！鲍鱼，扇贝，海参……都吃了，推荐，除了价格高，别的没毛病,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Positive
1168,上一次三个人吃了624  这次337，本来第一次感觉味道还可以，但是第二次，螃蟹端上来都是凉的，服务员喊半天不理，打包也是自己动手，水没有人换，排骨也烤的不软。。。。。差评,Not Mentioned,Negative,Neutral,Not Mentioned,Negative
1172,价格很贵，上菜特慢，口味一般，性价比太低,Not Mentioned,Negative,Negative,Not Mentioned,Neutral
1173,菜品还可以就是服务有点差，一个座位调来调去，要个牙签很久才拿,Not Mentioned,Negative,Not Mentioned,Negative,Positive
1176,贵，咸，服务员服务态度还是不错的，前面接待的男服务一般，各种推荐贵的菜,Not Mentioned,Positive,Negative,Not Mentioned,Neutral
1177,味道还可以，但是等位时间超长，价格贵，没见的怎么好吃，味重，略咸，没有去第二次的想法,Not Mentioned,Negative,Negative,Not Mentioned,Neutral
1181,服务员比较冷漠  但是生海胆真的一生推  海鲜特别新鲜 蒜蓉扇贝也很好吃 #生吃海胆#,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Positive
1182,"其实味道还不错，就是太贵了，吃完还得找个地方再吃点，很多人排队
【等位】",Not Mentioned,Neutral,Negative,Not Mentioned,Positive
1184,服务不怎么样！要壶水反复叫了七八遍！,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned
1185,价格太贵了 性价比太低 真心不值当,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Not Mentioned
1186,上错菜不说 很难吃 烤鱿鱼不熟 凉的性价比太低 不知道大众点评高分怎么刷的 吃的最糟心的一餐,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Negative
1187,服务差，海鲜不新鲜，看时都是新鲜的，等做好了就不是了，价格特贵,Not Mentioned,Negative,Negative,Not Mentioned,Negative
1188,人太多了，点菜不尽人意，服务OK,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned
1189,味道真心不怎么样，就是看到好多人推荐，结果跑了好几公里去排队，海鲜还不新鲜海胆都有发臭的坏了还送上来，价格还很贵，味道不如小店的,Not Mentioned,Neutral,Negative,Negative,Negative
1193,特意慕名而去，环境一般，生意火爆。海胆味道不错，值得推荐，大虾糊了，护心肉等味道太清淡，总体性价比不高。,Not Mentioned,Not Mentioned,Negative,Neutral,Positive
1196,烧烤味道不错，价格不便宜，有的好吃，有的味道一般。,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Neutral
1200,"没有想象中那么好，菜都快吃完了，大蟹才上来，没有蟹黄，比较失望，海鲜上来都凉了，以后选择实惠经济酒店！
【环境】还行",Not Mentioned,Negative,Neutral,Neutral,Neutral
1204,口味不错的，也许是客人比较多，每次加菜之后或是要东西什么的都得要四五便，才能送来，还有就是这个季节，店里实在是太热了，一席饭下来，身上都是汗啊。,Not Mentioned,Negative,Not Mentioned,Negative,Positive
1207,个别菜有些贵，但是味道都非常不错，海鲜个头很大。上菜速度也很快，值得一去,Not Mentioned,Positive,Negative,Not Mentioned,Positive
1209,很满意的一次团购，就是速度慢，就是因为太火了。,Not Mentioned,Negative,Neutral,Not Mentioned,Not Mentioned
1215,人很多，值得去，人多上菜有点慢,Not Mentioned,Negative,Not Mentioned,Not Mentioned,Not Mentioned
1217,口味一般，由于人多上菜慢，但烧烤这么实惠的真不多,Not Mentioned,Negative,Positive,Not Mentioned,Neutral
1221,都很好吃，虽然价位不是很便宜，但是东西的味道蛮不错的，在这里定了好多次了，超级喜欢,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Positive
1226,人多 小贵 味道好 海鲜很新鲜,Not Mentioned,Not Mentioned,Negative,Not Mentioned,Positive
1227,牛舌好吃就是夏天空调不给力，守着炉子热死，不用炉子凉了不好吃。,Not Mentioned,Not Mentioned,Not Mentioned,Negative,Neutral
1229,人很多、太杂了、主要服务员经理推荐螃蟹说肥…但是却又贵又小、被忽悠了、不去了,Not Mentioned,Negative,Negative,Not Mentioned,Not Mentioned
